categoryNumber,keyword,subkeyword,text,url
0,Asymmetric Key-based Encryption 비대칭키 방식 암호화,,"데이터 암복호화 시 암호화와 복호화에 다른 키를 이용하는 암호 방식(공개 키 방식 암호화 방식). 데이터와 키를 수학적 원리를 이용해 계산하여 암호문평문을 생성하며, 생성 시 사용하는 키는 공개 가능한 키값과 보안을 유지해야 하는 키값의 쌍으로 구성",
0,Attendance 근태,,"네이버 클라우드 플랫폼의 WORKPLACE에서 연차, 부재, 근무 스케줄 관리 및 출퇴근 시간 기록으로 체계적인 근태 관리를 지원하는 기능",
0,Auto Scaling 오토 스케일링,,서버 그룹 모니터링 결과나 사용자가 미리 설정한 이벤트에 따라 가상 서버 수를 자동으로 증가하거나 감소 시켜 수요 변화에 탄력적으로 대응할 수 있도록 돕는 서비스 자세히 보기,
0,Auto Scaling Group 오토 스케일링 그룹,,Auto Scaling 서비스를 이용하기 위한 여러 개의 서버 인스턴스 그룹,
0,Auto Scaling monitoring Auto Scaling 모니터링,,생성한 Auto Scaling 그룹의 평균값(average)을 대상으로 컴퓨팅 자원의 상태를 모니터링하고 이벤트가 발생하면 사용자에게 통보하는 네이버 클라우드 플랫폼 서비스의 기능,
0,Automatic Response System ARS 음성 자동응답 장치 에이알에스,,컴퓨터 안에 저장된 정보를 음성으로 변환하여 일반 전화기를 통해 제공하는 서비스,
0,Average Bitrate ABR 평균 비트율 ABR,,"영상이 복잡하여 압축률이 떨어지는 구간에는 평균 이상의 비트율을 사용하고, 그렇지 않은 구간에는 평균보다 적은 비트율을 사용하여 타깃 비트율을 맞추면서 영상의 화질을 높이는 방식",
0,Backup 백업,,검증된 백업 솔루션을 사용해 서버 데이터를 정기적으로 백업하고 보관하는 서비스 자세히 보기,
0,Bandwidth 대역폭,,네트워크 신호용으로 사용할 수 있는 가장 높은 주파수와 가장 낮은 주파수 사이의 차이로 지정된 네트워크 매체나 프로토콜의 정격 쓰루풋 용량 표현 시에도 사용,
0,Bare Metal Server 베어메탈 서버,,클라우드에서도 가상화되지 않은 고성능의 물리 서버를 단독으로 사용하여 대규모의 입출력이 발생하거나 빠른 응답 속도가 필요한 경우 효과적인 대응이 가능한 서비스 자세히 보기,
0,Basic Security 베이직 시큐리티,,모든 고객에게 기본으로 제공되는 무료 보안 서비스 자세히 보기,
0,Basic Workspace 베이직 워크스페이스,,AI Forest에서 최소화된 사용자의 입력에 기반하여 기본 설정으로만 생성된 워크스페이스,
0,Batch 배치,,"일괄 작업, 즉 사용자의 추가적인 개입 없이 실행되는 프로그램",
0,Big Data 빅 데이터,,클라우드 환경에서 대규모의 데이터들을 손쉽고 빠르게 분석할 수 할 수 있는 네이버 클라우드 플랫폼의 솔루션 자세히 보기,
0,Bit Error Rate BER 비트 오류율 비이알,,수신된 비트 중에서 오류가 포함된 비율,
0,Bitrate Bitrate,,트랜스코딩할 비디오 스트림의 비트 전송률로 단위는 kbps. 동영상 화질과 결과물의 크기를 결정하는 매우 중요한 요소,
0,Block 블록,,기억 공간을 나누는 단위나 데이터 세트,
0,Block Device 블록 디바이스,,블록이나 섹터 등 정해진 단위로 데이터를 읽고 쓰는 저장 장치,
0,Block Storage 블록 스토리지,,"서버에 할당하여 사용하는 스토리지. HDD, SSD로 제공되며 필요한 IO 성능에 따라 선택 가능 자세히 보기",
0,Blockchain as A Service BaaS 서비스형 블록체인,,블록체인 기술 응용 서비스 개발과 관리를 클라우드 기반으로 더욱 편리하게 지원하는 서비스(출처: 한국정보통신기술협회),
0,Blockchain Service 블록체인 서비스,,"하이퍼레저 패브릭 기반의 프라이빗, 컨소시엄 방식의 블록체인 네트워크를 쉽게 구성할 수 있는 서비스",
0,Blockchain² Blockchain,,프라이빗 블록체인에서 블록체인 기반 서비스까지 클라우드에서 구현할 수 있도록 지원하는 네이버 클라우드 플랫폼의 서비스 카테고리 자세히 보기,
0,Blockchain¹ 블록체인,,온라인 거래 정보를 수정할 수 없도록 데이터를 블록(block)으로 만들고 암호기술을 사용한 고리 모양의 체인(chain)으로 연결하여 분산 컴퓨팅 기술로 저장관리하는 방식(출처: 한국정보통신기술협회),
0,Bootstrap 부트스트랩,,"쉽게 웹사이트를 제작할 수 있도록 돕는 HTML, CSS, JS 프레임 워크",
0,Border Gateway Protocol ASN BGP ASN 경계 경로 프로토콜 에이에스엔 비지피 에이에스엔,,"BGP(Border Gateway Protocol) 자율 시스템 번호. 네이버 클라우드 플랫폼의 BGP ASN은 135354이며, 고객의 ASN은 프라이빗 64512~65535 구간에서 자동 선정",
0,Bot Bot,,"네이버 클라우드 플랫폼의 네이버웍스에서 인사, 마케팅, 영업 등 사내외부 솔루션과 연동 개발 뿐 아니라 업무에 필요한 툴을 메시지 Bot API를 활용하여 구성하는 기능",
0,Bounce 바운스,,메일 전송 시도가 실패하여 반송된 경우,
0,Brick 브릭,,"App Safer 서비스를 위한 내부 보안 검사 엔진(솔루션). 바이너리 위변조, 메모리 변조, 후킹, 디바이스 환경 조작 등 다양한 보안 위협으로부터 고객 앱이 설치된 기기를 보호하는 역할",
0,Bucket 버킷,,데이터 저장 공간. 연관된 객체들을 그루핑한 최상위 디렉터리,
0,Business Application² 비즈니스 애플리케이션,,기업용 비즈니스 애플리케이션을 위한 클라우드 컴퓨팅 환경을 제공하는 네이버 클라우드 플랫폼의 솔루션 자세히 보기,
0,Business Application¹ Business Application,,성장하는 기업을 위한 클라우드 기반 기업 정보 시스템을 안정적으로 지원하는 네이버 클라우드 플랫폼의 서비스 카테고리 자세히 보기,
0,Bypass 바이패스,,"원본 서버 응답 헤더에 Set-Cookie 헤더가 있거나 Cache-Control 헤더에 private, no-cache, max-age=0 등의 내용이 있는 경우 CDN 서버에서 캐싱하지 않고 접속자에게 전달하는 것",
0,CA Hierarchy CA 계층 구조,,"CA가 인증서 관리 업무를 처리할 때는 CA 자신의 인증서를 이용하며 인증서의 발급자(Issuer)는 인증서를 서명한 CA가 되는데, CA 인증서 역시 다른 CA로부터 발급될 수 있으며 이러한 경우 형성되는 계층적인 구조",
0,Cache Expiry 캐시 만료,,CDN에서 캐싱 된 콘텐츠가 원본 서버에서 변경됐는지 여부를 확인하는 주기를 지정하는 옵션,
0,Caching 캐싱,,사용자 요청에 의해 요구되는 콘텐츠를 빠르게 제공하기 위해 캐시 서버에 저장하는 행위,
0,Calendar 캘린더,,네이버 클라우드 플랫폼의 네이버웍스에서 내 일정 관리뿐만 아니라 다른 구성원의 일정을 확인하여 회의 일정도 공유할 수 있는 기능,
0,Canonical Name Record CNAME Record 도메인 별명 레코드 씨네임 레코드,,"도메인 이름에 대한 별명(alias)을 지정하는 레코드(예: 'server2'라는 정규(canonical) 도메인 이름의 서버가 'www' 서버로도 사용된다면, 'server2'의 별명으로 'www'를 지정)",
0,CAPTCHAAudio CAPTCHAAudio,,자동 입력 방지를 위해 숫자가 포함된 음성 메시지를 전송하고 입력값을 검증하는 네이버 클라우드 플랫폼의 서비스,
0,CAPTCHAImage CAPTCHAImage,,자동 입력 방지를 위해 사람의 눈으로 식별 가능한 문자가 포함된 이미지를 전송하고 입력값을 검증하는 네이버 클라우드 플랫폼의 서비스,
0,CentOS 센트오에스,,업스트림 소스인 레드햇 엔터프라이즈 리눅스와 완벽하게 호환되는 무료 기업용 컴퓨팅 플랫폼을 제공할 목적으로 레드햇 제휴로 개발된 리눅스계 운영체제의 한 종류,
0,Central Processing Unit CPU 중앙처리장치 씨피유,,"컴퓨터 시스템을 통제하고 프로그램 연산을 실행하는 가장 핵심적인 컴퓨터의 제어 장치. 외부에서 정보를 입력받아 기억하고 컴퓨터 프로그램의 명령어를 해석하여 연산하고, 외부로 출력하는 역할을 수행",
0,Certificate 인증서,,인증 기관의 개인키나 비밀키를 사용하여 변조가 불가능한 실체의 데이터,
0,Certificate Authority CA 인증 기관,,보안 적격 여부 및 메시지 암호화를 위한 공개 키의 발급과 관리를 담당하는 신뢰성이 보장된 온라인상의 기관(출처: 한국정보통신기술협회),
0,Certificate Manager CM 인증서 관리자 씨엠,,SSL 인증서의 손쉬운 등록 및 관리 서비스를 제공하는 서비스 자세히 보기,
0,Certificate Revocation List CRL 인증서 폐기 목록 CRL,,더 이상 유효하지 않은 인증서 목록(출처: 한국정보통신기술협회),
0,Chaincode 체인코드,,"하이퍼레저 패브릭에서 클라이언트로부터 호출되는 코드로, 전역 상태(World State)의 키-값 쌍에 대한 접근 및 수정을 관리",
0,Channel² Channel,,컨소시엄 내 특정 그룹(MSP의 집합)의 트랜잭션을 처리하기 위한 서브 네트워크로 하이퍼레저 패브릭의 구성 요소 중 하나,
0,Channel¹ 채널,,네이버 클라우드 플랫폼의 Live Station을 활용하여 방송을 진행하기 위해 반드시 생성해야 하는 단위,
0,Chatbot Builder 챗봇 빌더,,CLOVA Chatbot에서 챗봇 대화 데이터셋을 입력하고 테스트하는 웹 콘솔로서 챗봇 개발에 필요한 다양한 기능을 제공,
0,Chatbot Solution 챗봇 솔루션,,네이버 클라우드 플랫폼이 제공하는 챗봇과 챗봇 컴피턴시 파트너를 통해 챗봇 솔루션을 구축하여 고객 대응 프로세스를 빠르게 혁신할 수 있는 네이버 클라우드 플랫폼의 솔루션 자세히 보기,
0,Ciphertext 암호문,,평문을 암호학적 방법으로 변환한 텍스트,
0,Classic environment Classic 환경,,퍼블릭 클라우드에서 고객 전용 사설 네트워크인 VPC(Virtual Private Cloud)를 제공하지 않는 플랫폼,
0,Classless InterDomain Routing CIDR 사이더 씨아이디알,,IPv4 기본 Class를 무시하는 IP 표기 방법. 코어 라우터가 전달하는 라우팅 정보의 양을 줄이기 위해 경로를 함께 그룹으로 묶을 수 있어 여러 IP 네트워크가 그룹 외부 네트워크에서 바라볼 때 하나의 더 큰 엔티티로 존재. 기록 시에는 IP 주소와 해당 서브넷 마스크는 마침표로 분리하고 슬래시가 뒤에 붙은 4개의 옥텟과  서브넷 마스크를 표시하는 2자리 숫자로 표기,
0,CLI Guide CLI 가이드,,네이버 클라우드 플랫폼에서 제공하고 있는 상품의 기능을 확인하고 리소스를 관리할 수 있는 통합 도구 사용 방법을 설명하는 기술 문서,
0,Clickjacking 클릭재킹,,웹페이지 상에서 HTML의 아이프레임(iframe) 태그를 사용한 눈속임 공격 방법의 한 종류. 마우스 클릭(Click)과 하이잭킹(Hijacking)의 합성어로 사용자가 어떤 웹 페이지 혹은 버튼을 클릭하지만 실제로는 다른 페이지의 콘텐츠를 클릭하게 되는 것을 의미,
0,Cloud Activity Tracer 클라우드 액티비티 트레이서,,콘솔 및 API 등을 통해 수행되는 다양한 계정 활동 로그를 수집하고 관리하는 서비스. 수집된 계정 활동 이력은 Console의 Cloud Activity Tracer 페이지를 통해 간편하게 열람 가능 자세히 보기,
0,Cloud Advisor Cloud Advisor,,네이버 클라우드 플랫폼 자체 운영 노하우를 바탕으로 사용자에게 다양한 카테고리별 점검 리포트를 제공해주는 네이버 클라우드 플랫폼의 서비스 자세히 보기,
0,Cloud Advisor Cloud Advisor,,네이버 클라우드 플랫폼 자체 운영 노하우를 바탕으로 사용자에게 다양한 카테고리별 점검 리포트를 제공해주는 네이버 클라우드 플랫폼의 서비스 자세히 보기,
0,Cloud Connect 클라우드 커넥트,,데이터 센터 환경과 네이버 클라우드 플랫폼을 전용 사설 네트워크로 연결할 수 있는 서비스 자세히 보기,
0,Cloud Data Box Cloud Data Box,,"고객의 데이터 기반 의사 결정을 위해 네이버 데이터(검색, 쇼핑 등)와 안전한 빅데이터 분석 환경을 함께 제공하는 네이버 클라우드 플랫폼의 데이터 분석 종합 패키지 서비스 자세히 보기",
0,Cloud Data Streaming Service Cloud Data Streaming Service,,"오픈소스 Apache Kafka 클러스터를 손쉽게 배포, 운영하고 확장할 수 있는 네이버 클라우드 플랫폼의 서비스 자세히 보기",
0,Cloud Database for Microsoft Structured Query Language Cloud DB for MSSQL 마이크로소프트 에스큐엘 클라우드 데이터베이스 엠에스에스큐엘 클라우드 디비,,클라우드 상에서 MSSQL을 쉽고 간편하게 구축하고 안정적으로 운영하는 서비스 자세히 보기,
0,Cloud Database for MongoDB Cloud DB for MongoDB 몽고디비 클라우드 데이터베이스 몽고디비 클라우드 디비,,클라우드 상에서 MongoDB 데이터베이스를 쉽고 간편하게 구축하고 관리하는 서비스 자세히 보기,
0,Cloud Database for My Structured Query Language Cloud DB for MySQL 마이에스큐엘 클라우드 데이터베이스 마이에스큐엘 클라우드 디비,,클라우드 상에서 MySQL 데이터베이스 서비스를 쉽고 간편하게 구축하고 자동으로 관리하는 서비스 자세히 보기,
0,Cloud Database for Redis Cloud DB for Redis 레디스 클라우드 데이터베이스 레디스 클라우드 디비,,클라우드 상에서 Redis 캐시를 쉽고 간편하게 구축하고 안정적으로 운영하는 서비스 자세히 보기,
0,Cloud Functions 클라우드 펑션,,서버 관리에 대한 부담 없이 손쉽게 원하는 비즈니스 로직을 실행할 수 있는 서비스 자세히 보기,
0,Cloud Hadoop 클라우드 하둡,,"Apache Hadoop, HBase, Spark, Hive 등의 오픈 소스 프레임워크를 통해 대량의 데이터를 사용자 요구사항에 맞춰 분석할 수 있는 서비스 자세히 보기",
0,Cloud Insight 클라우드 인사이트,,"클라우드 환경의 성능운영 지표를 통합 관리하고, 장애 발생 시 담당자에게 신속히 전달할 수 있는 모니터링 기능을 제공하는 서비스 자세히 보기",
0,Cloud IoT Core Cloud IoT Core,,편리한 IoT 디바이스 데이터 수집 및 실시간 처리를 위한 네이버 클라우드 플랫폼의 IoT 플랫폼 서비스 자세히 보기,
0,Cloud Log Analytics 클라우드 로그 애널리틱스,,네이버 클라우드 플랫폼의 여러 서비스에서 발생하는 다양한 로그들을 한곳에 모아 저장하고 손쉽게 분석할 수 있는 서비스 자세히 보기,
0,Cloud Outbound Mailer 클라우드 아웃바운드 메일러,,"알림, 정보, 마케팅 대량 메일을 UI를 통해서 쉽게 전송하거나, 운영 중인 서비스에 연결해 전송할 수 있는 서비스 자세히 보기",
0,Cloud Search 클라우드 서치,,홈페이지 내 복잡한 요구사항이 많은 검색 기능을 클라우드 기반으로 쉽고 빠르게 구현할 수 있는 서비스 자세히 보기,
0,Cloud Service Provider CSP 클라우드 서비스 제공자 씨에스피,,"네트워크를 통해 인프라, 플랫폼이나 소프트웨어를 제공하는 회사",
0,CLOVA AiCall CLOVA AiCall,,"AI를 통한 음성 인식, 자연어 처리 및 대화 모델, 음성 합성 기술을 이용하여 기존 유인 상담원이 수행하던 InboundOutbound Call 업무를 AI Bot을 통해 처리할 수 있는 네이버 클라우드 플랫폼의 서비스 자세히 보기",
0,CLOVA Chatbot CLOVA 챗봇,,사용자 질문 의도를 이해하여 고객 대응 등 다양한 서비스에 활용할 수 있는 챗봇을 손쉽게 만들 수 있는 서비스 자세히 보기,
0,CLOVA Dubbing 클로바 더빙,,사용자가 입력한 텍스트를 동영상 또는 PDF 파일 등에 AI 보이스를 합성하여 음원 및 영상 형태로 다운로드할 수 있는 네이버 클라우드 플랫폼의 웹 기반 편집 툴 서비스 자세히 보기,
0,CLOVA Face Recognition CFR CLOVA 얼굴 인식 시에프알,,입력된 비전 데이터를 통해 얼굴을 인식하거나 얼굴 감지를 이용한 애플리케이션을 만들 때 유용한 API 서비스 자세히 보기,
0,CLOVA FaceSign CLOVA FaceSign,,얼굴 인식 기능을 이용해서 편리하고 정확하게 본인을 확인할 수 있는 네이버 클라우드 플랫폼의 서비스,
0,CLOVA OCR CLOVA OCR,,인쇄물의 글자와 이미지를 인식하고 사용자가 지정한 영역의 텍스트와 데이터를 정확하게 추출할 수 있는 네이버 클라우드 플랫폼의 서비스 자세히 보기,
0,CLOVA Premium Voice CPV CLOVA Premium Voice CPV,,음성으로 변환할 텍스트를 입력받은 후 파라미터로 지정된 감정으로 음성을 합성하여 그 결과를 반환하는 네이버 클라우드 플랫폼의 서비스 자세히 보기,
0,CLOVA Speech 클로바 스피치,,"CLOVA의 NEST(Neural End-to-end Speech Transcriber) 음성 인식 기술을 통해 빠르고 쉽게 미디어(동영상)의 음성인식을 제공하는 네이버 클라우드 플랫폼의 서비스로 기존의 CSR 서비스가 1분 이내의 명령형 음성 인식에 최적화된 반면 길이가 긴 오디오, 비디오 파일의 음성 인식 가능  자세히 보기",
0,CLOVA Speech Recognition CSR CLOVA 음성 인식 시에스알,,"사람의 목소리를 텍스트로 변환하는 API로, 비서 애플리케이션, 챗봇, 음성 메모 등 다양한 음성 인식 기능에 활용할 수 있는 서비스 자세히 보기",
0,CLOVA Speech Synthesis CSS CLOVA 음성 합성 시에스에스,,"입력한 텍스트를 자연스러운 목소리로 재생해주는 API로, 음성 안내 시스템, 뉴스책 읽기 등 기능에 활용할 수 있는 서비스 자세히 보기",
0,CLOVA Voice 클로바 보이스,,고품질 음성 합성 기술로 자연스러운 억양과 감정을 표현하는 다양한 목소리 합성음을 제공하는 네이버 클라우드 플랫폼의 서비스  자세히 보기,
0,Cluster 클러스터,,디스크로부터 데이터를 읽어오는 시간을 줄이기 위해서 조인이나 자주 사용되는 테이블의 데이터를 디스크의 같은 위치에 저장하는 방법,
0,Cluster Autoscaler Cluster Autoscaler,,쿠버네티스 서비스에서 클러스터의 사용 가능한 자원과 Pod 요청하는 자원량을 비교하여 Node를 증가시키거나 감소시키는 오토스케일러,
0,Coin 코인,,충전 날짜로부터 3년이 되는 달의 마지막 날짜 기간 동안 모든 서비스 이용 금액 결제 시 사용할 수 있는 네이버 클라우드 플랫폼의 선불 충전금,
0,Command Line Interface CLI 명령줄 인터페이스 씨엘아이,,네이버 클라우드 플랫폼을 효율적으로 관리할 수 있도록 제어하는 도구. 리소스 제어의 경우 스크립트 작성 후 자동화 가능,
0,Commercial Cloud 민간 클라우드,,일반 개인과 기업이 쉽고 빠르게 IT 인프라를 구축하고 관리할 수 있도록 설계된 네이버클라우드의 클라우드 서비스 자세히 보기,
0,Common 공통,,네이버 클라우드 플랫폼의 네이버웍스에서 네이버웍스를 좀 더 스마트하게 이용할 수 있도록 도와주는 기타 다양한 서비스 기능,
0,Common Client Interface CCI 커먼 클라이언트 인터페이스 씨씨아이,,"브로커를 통해 C 기반의 애플리케이션이 CUBRID 데이터베이스 서버로 접근하기 위한 인터페이스. CAS를 이용하는 도구(예: PHP, ODBC)를 만들기 위한 하부 구조로도 사용되며 CUBRID 브로커와 애플리케이션 사이에 위치",
0,Common Coupon 일반 쿠폰,,일반적인 코드 형태로 되어 있는 쿠폰으로 게임 내에서 사용될 쿠폰을 쉽게 생성 및 관리할 수 있는 기능,
0,Credit 크레딧,,특정 기간 동안 지정된 서비스 이용 금액을 지불할 수 있는 네이버 클라우드 플랫폼의 사이버 머니,
0,CUBRID 큐브리드,,대용량 분산 처리에 적합한 오픈 소스 관계형 데이터베이스 관리 시스템 자세히 보기,
0,Custom Access Control Group Custom ACG 사용자 지정 접근 제어 그룹 사용자 지정 에이씨지,,고객이 자체적으로 생성한 ACG,
0,Custom Metric 커스텀 메트릭,,네이버 클라우드 플랫폼에서 제공하지 않아 Cloud Insight의 API를 활용하여 수집한 성능 지표,
0,Customer-managed Private Root CA 고객 관리 사설 루트 CA,,고객이 직접 관리하는 루트 CA,
0,Dashboard 대시보드,,한 화면에서 다양한 정보를 중앙 집중적으로 관리하고 찾을 수 있도록 돕는 사용자 인터페이스(UI),
0,Data Analytics Service Data Analytics Service,,클라우드 환경에서 손쉽게 비즈니스 인텔리전스 환경을 이용할 수 있도록 지원하는 네이버 클라우드 플랫폼의 서비스 자세히 보기,
0,Data Forest Data Forest,,빅데이터 분석에서 머신러닝까지 다양한 오픈소스 어플리케이션을 제공하는 네이버 클라우드 플랫폼의 빅데이터 분석 플랫폼 서비스 자세히 보기,
0,Data Forest Application Data Forest App Data Forest Application Data Forest App,,네이버 클라우드 플랫폼의 Data Forest에서 사용자가 최적화된 빅데이터 시스템을 구축할 수 있도록 제공하는 14가지 종류의 애플리케이션,
0,Data Key 데이터 키,,"데이터 암호화에 직접적으로 적용하는 키. 고객이 직접 관리하며, KKMS 이용 가이드에서는 데이터 키라는 용어로 구분하여 지칭",
0,Data Migration 데이터 마이그레이션,,데이터베이스 검색 성능 향상을 위해 데이터 사용 빈도에 따라 데이터 저장 공간이나 저장 형태를 조정하는 행위,
